Bezeichnung;Zeit;Wert;Einheit
NS_NSM;1949_02;37;mm
NS_NSM;1949_03;42;mm
NS_NSM;1949_04;33;mm
NS_NSM;1949_05;92;mm
NS_NSM;1949_06;67;mm
NS_NSM;1949_07;40;mm
NS_NSM;1949_08;62;mm
NS_NSM;1949_09;40;mm
NS_NSM;1949_10;44;mm
NS_NSM;1949_11;78;mm
NS_NSM;1949_12;48;mm
NS_NSM;1950_01;42;mm
NS_NSM;1950_02;82;mm
NS_NSM;1950_03;18;mm
NS_NSM;1950_04;65;mm
NS_NSM;1950_05;72;mm
NS_NSM;1950_06;45;mm
NS_NSM;1950_07;84;mm
NS_NSM;1950_08;62;mm
NS_NSM;1950_09;47;mm
NS_NSM;1950_10;31;mm
NS_NSM;1950_11;80;mm
NS_NSM;1950_12;56;mm
NS_NSM;1951_01;68;mm
NS_NSM;1951_02;29;mm
NS_NSM;1951_03;60;mm
NS_NSM;1951_04;47;mm
NS_NSM;1951_05;103;mm
NS_NSM;1951_06;67;mm
NS_NSM;1951_07;52;mm
NS_NSM;1951_08;113;mm
NS_NSM;1951_09;74;mm
NS_NSM;1951_10;7;mm
NS_NSM;1951_11;87;mm
NS_NSM;1951_12;27;mm
NS_NSM;1952_01;72;mm
NS_NSM;1952_02;52;mm
NS_NSM;1952_03;71;mm
NS_NSM;1952_04;15;mm
NS_NSM;1952_05;18;mm
NS_NSM;1952_06;74;mm
NS_NSM;1952_07;71;mm
NS_NSM;1952_08;107;mm
NS_NSM;1952_09;71;mm
NS_NSM;1952_10;51;mm
NS_NSM;1952_11;119;mm
NS_NSM;1952_12;60;mm
NS_NSM;1953_01;24;mm
NS_NSM;1953_02;55;mm
NS_NSM;1953_03;15;mm
NS_NSM;1953_04;63;mm
NS_NSM;1953_05;31;mm
NS_NSM;1953_06;148;mm
NS_NSM;1953_07;65;mm
NS_NSM;1953_08;88;mm
NS_NSM;1953_09;56;mm
NS_NSM;1953_10;21;mm
NS_NSM;1953_11;7;mm
NS_NSM;1953_12;52;mm
NS_NSM;1954_01;65;mm
NS_NSM;1954_02;36;mm
NS_NSM;1954_03;29;mm
NS_NSM;1954_04;26;mm
NS_NSM;1954_05;60;mm
NS_NSM;1954_06;80;mm
NS_NSM;1954_07;83;mm
NS_NSM;1954_08;114;mm
NS_NSM;1954_09;58;mm
NS_NSM;1954_10;71;mm
NS_NSM;1954_11;37;mm
NS_NSM;1954_12;66;mm
NS_NSM;1955_01;59;mm
NS_NSM;1955_02;52;mm
NS_NSM;1955_03;27;mm
NS_NSM;1955_04;27;mm
NS_NSM;1955_05;70;mm
NS_NSM;1955_06;74;mm
NS_NSM;1955_07;49;mm
NS_NSM;1955_08;67;mm
NS_NSM;1955_09;64;mm
NS_NSM;1955_10;34;mm
NS_NSM;1955_11;35;mm
NS_NSM;1955_12;69;mm
NS_NSM;1956_01;71;mm
NS_NSM;1956_02;18;mm
NS_NSM;1956_03;45;mm
NS_NSM;1956_04;47;mm
NS_NSM;1956_05;81;mm
NS_NSM;1956_06;127;mm
NS_NSM;1956_07;94;mm
NS_NSM;1956_08;81;mm
NS_NSM;1956_09;93;mm
NS_NSM;1956_10;80;mm
NS_NSM;1956_11;40;mm
NS_NSM;1956_12;44;mm
NS_NSM;1957_01;34;mm
NS_NSM;1957_02;83;mm
NS_NSM;1957_03;61;mm
NS_NSM;1957_04;9;mm
NS_NSM;1957_05;72;mm
NS_NSM;1957_06;77;mm
NS_NSM;1957_07;104;mm
NS_NSM;1957_08;69;mm
NS_NSM;1957_09;160;mm
NS_NSM;1957_10;31;mm
NS_NSM;1957_11;52;mm
NS_NSM;1957_12;33;mm
NS_NSM;1958_01;61;mm
NS_NSM;1958_02;95;mm
NS_NSM;1958_03;41;mm
NS_NSM;1958_04;31;mm
NS_NSM;1958_05;107;mm
NS_NSM;1958_06;60;mm
NS_NSM;1958_07;78;mm
NS_NSM;1958_08;119;mm
NS_NSM;1958_09;36;mm
NS_NSM;1958_10;68;mm
NS_NSM;1958_11;46;mm
NS_NSM;1958_12;67;mm
NS_NSM;1959_01;73;mm
NS_NSM;1959_02;3;mm
NS_NSM;1959_03;47;mm
NS_NSM;1959_04;43;mm
NS_NSM;1959_05;18;mm
NS_NSM;1959_06;33;mm
NS_NSM;1959_07;20;mm
NS_NSM;1959_08;73;mm
NS_NSM;1959_09;3;mm
NS_NSM;1959_10;35;mm
NS_NSM;1959_11;30;mm
NS_NSM;1959_12;48;mm
NS_NSM;1960_01;56;mm
NS_NSM;1960_02;37;mm
NS_NSM;1960_03;32;mm
NS_NSM;1960_04;60;mm
NS_NSM;1960_05;102;mm
NS_NSM;1960_06;39;mm
NS_NSM;1960_07;74;mm
NS_NSM;1960_08;107;mm
NS_NSM;1960_09;78;mm
NS_NSM;1960_10;106;mm
NS_NSM;1960_11;74;mm
NS_NSM;1960_12;66;mm
NS_NSM;1961_01;75;mm
NS_NSM;1961_02;40;mm
NS_NSM;1961_03;27;mm
NS_NSM;1961_04;103;mm
NS_NSM;1961_05;67;mm
NS_NSM;1961_06;125;mm
NS_NSM;1961_07;73;mm
NS_NSM;1961_08;47;mm
NS_NSM;1961_09;45;mm
NS_NSM;1961_10;58;mm
NS_NSM;1961_11;62;mm
NS_NSM;1961_12;58;mm
NS_NSM;1962_01;26;mm
NS_NSM;1962_02;67;mm
NS_NSM;1962_03;55;mm
NS_NSM;1962_04;54;mm
NS_NSM;1962_05;66;mm
NS_NSM;1962_06;13;mm
NS_NSM;1962_07;72;mm
NS_NSM;1962_08;61;mm
NS_NSM;1962_09;66;mm
NS_NSM;1962_10;18;mm
NS_NSM;1962_11;40;mm
NS_NSM;1962_12;94;mm
NS_NSM;1963_01;40;mm
NS_NSM;1963_02;24;mm
NS_NSM;1963_03;50;mm
NS_NSM;1963_04;37;mm
NS_NSM;1963_05;53;mm
NS_NSM;1963_06;68;mm
NS_NSM;1963_07;58;mm
NS_NSM;1963_08;72;mm
NS_NSM;1963_09;38;mm
NS_NSM;1963_10;53;mm
NS_NSM;1963_11;73;mm
NS_NSM;1963_12;8;mm
NS_NSM;1964_01;23;mm
NS_NSM;1964_02;40;mm
NS_NSM;1964_03;46;mm
NS_NSM;1964_04;34;mm
NS_NSM;1964_05;35;mm
NS_NSM;1964_06;52;mm
NS_NSM;1964_07;26;mm
NS_NSM;1964_08;64;mm
NS_NSM;1964_09;33;mm
NS_NSM;1964_10;65;mm
NS_NSM;1964_11;73;mm
NS_NSM;1964_12;42;mm
NS_NSM;1964_01;23;mm
NS_NSM;1964_02;40;mm
NS_NSM;1964_03;46;mm
NS_NSM;1964_04;34;mm
NS_NSM;1964_05;35;mm
NS_NSM;1964_06;52;mm
NS_NSM;1964_07;26;mm
NS_NSM;1964_08;64;mm
NS_NSM;1964_09;33;mm
NS_NSM;1964_10;65;mm
NS_NSM;1964_11;73;mm
NS_NSM;1964_12;42;mm
NS_NSM;1965_01;94;mm
NS_NSM;1965_02;18;mm
NS_NSM;1965_03;50;mm
NS_NSM;1965_04;99;mm
NS_NSM;1965_05;58;mm
NS_NSM;1965_06;106;mm
NS_NSM;1965_07;154;mm
NS_NSM;1965_08;76;mm
NS_NSM;1965_09;65;mm
NS_NSM;1965_10;24;mm
NS_NSM;1965_11;60;mm
NS_NSM;1965_12;113;mm
NS_NSM;1966_01;41;mm
NS_NSM;1966_02;46;mm
NS_NSM;1966_03;75;mm
NS_NSM;1966_04;79;mm
NS_NSM;1966_05;62;mm
NS_NSM;1966_06;104;mm
NS_NSM;1966_07;110;mm
NS_NSM;1966_08;61;mm
NS_NSM;1966_09;22;mm
NS_NSM;1966_10;101;mm
NS_NSM;1966_11;76;mm
NS_NSM;1966_12;137;mm
NS_NSM;1967_01;35;mm
NS_NSM;1967_02;32;mm
NS_NSM;1967_03;55;mm
NS_NSM;1967_04;45;mm
NS_NSM;1967_05;75;mm
NS_NSM;1967_06;66;mm
NS_NSM;1967_07;53;mm
NS_NSM;1967_08;46;mm
NS_NSM;1967_09;66;mm
NS_NSM;1967_10;39;mm
NS_NSM;1967_11;75;mm
NS_NSM;1967_12;91;mm
NS_NSM;1968_01;77;mm
NS_NSM;1968_02;38;mm
NS_NSM;1968_03;46;mm
NS_NSM;1968_04;12;mm
NS_NSM;1968_05;54;mm
NS_NSM;1968_06;67;mm
NS_NSM;1968_07;59;mm
NS_NSM;1968_08;143;mm
NS_NSM;1968_09;93;mm
NS_NSM;1968_10;52;mm
NS_NSM;1968_11;28;mm
NS_NSM;1968_12;31;mm
NS_NSM;1969_01;38;mm
NS_NSM;1969_02;48;mm
NS_NSM;1969_03;45;mm
NS_NSM;1969_04;45;mm
NS_NSM;1969_05;68;mm
NS_NSM;1969_06;57;mm
NS_NSM;1969_07;59;mm
NS_NSM;1969_08;175;mm
NS_NSM;1969_09;33;mm
NS_NSM;1969_10;7;mm
NS_NSM;1969_11;69;mm
NS_NSM;1969_12;17;mm
NS_NSM;1970_01;68;mm
NS_NSM;1970_02;103;mm
NS_NSM;1970_03;65;mm
NS_NSM;1970_04;70;mm
NS_NSM;1970_05;52;mm
NS_NSM;1970_06;60;mm
NS_NSM;1970_07;102;mm
NS_NSM;1970_08;70;mm
NS_NSM;1970_09;53;mm
NS_NSM;1970_10;85;mm
NS_NSM;1970_11;40;mm
NS_NSM;1970_12;34;mm
NS_NSM;1971_01;36;mm
NS_NSM;1971_02;22;mm
NS_NSM;1971_03;30;mm
NS_NSM;1971_04;27;mm
NS_NSM;1971_05;82;mm
NS_NSM;1971_06;122;mm
NS_NSM;1971_07;36;mm
NS_NSM;1971_08;60;mm
NS_NSM;1971_09;11;mm
NS_NSM;1971_10;24;mm
NS_NSM;1971_11;75;mm
NS_NSM;1971_12;9;mm
NS_NSM;1972_01;26;mm
NS_NSM;1972_02;15;mm
NS_NSM;1972_03;43;mm
NS_NSM;1972_04;44;mm
NS_NSM;1972_05;97;mm
NS_NSM;1972_06;55;mm
NS_NSM;1972_07;69;mm
NS_NSM;1972_08;84;mm
NS_NSM;1972_09;73;mm
NS_NSM;1972_10;12;mm
NS_NSM;1972_11;50;mm
NS_NSM;1972_12;21;mm
NS_NSM;1973_01;26;mm
NS_NSM;1973_02;55;mm
NS_NSM;1973_03;23;mm
NS_NSM;1973_04;72;mm
NS_NSM;1973_05;68;mm
NS_NSM;1973_06;25;mm
NS_NSM;1973_07;78;mm
NS_NSM;1973_08;33;mm
NS_NSM;1973_09;30;mm
NS_NSM;1973_10;55;mm
NS_NSM;1973_11;54;mm
NS_NSM;1973_12;65;mm
NS_NSM;1974_01;47;mm
NS_NSM;1974_02;34;mm
NS_NSM;1974_03;65;mm
NS_NSM;1974_04;20;mm
NS_NSM;1974_05;53;mm
NS_NSM;1974_06;66;mm
NS_NSM;1974_07;77;mm
NS_NSM;1974_08;77;mm
NS_NSM;1974_09;78;mm
NS_NSM;1974_10;104;mm
NS_NSM;1974_11;96;mm
NS_NSM;1974_12;90;mm
NS_NSM;1975_01;59;mm
NS_NSM;1975_02;19;mm
NS_NSM;1975_03;70;mm
NS_NSM;1975_04;44;mm
NS_NSM;1975_05;25;mm
NS_NSM;1975_06;59;mm
NS_NSM;1975_07;74;mm
NS_NSM;1975_08;50;mm
NS_NSM;1975_09;55;mm
NS_NSM;1975_10;17;mm
NS_NSM;1975_11;76;mm
NS_NSM;1975_12;18;mm
NS_NSM;1976_01;64;mm
NS_NSM;1976_02;22;mm
NS_NSM;1976_03;23;mm
NS_NSM;1976_04;19;mm
NS_NSM;1976_05;43;mm
NS_NSM;1976_06;19;mm
NS_NSM;1976_07;69;mm
NS_NSM;1976_08;13;mm
NS_NSM;1976_09;48;mm
NS_NSM;1976_10;37;mm
NS_NSM;1976_11;56;mm
NS_NSM;1976_12;25;mm
NS_NSM;1977_01;36;mm
NS_NSM;1977_02;72;mm
NS_NSM;1977_03;44;mm
NS_NSM;1977_04;64;mm
NS_NSM;1977_05;44;mm
NS_NSM;1977_06;77;mm
NS_NSM;1977_07;45;mm
NS_NSM;1977_08;130;mm
NS_NSM;1977_09;26;mm
NS_NSM;1977_10;29;mm
NS_NSM;1977_11;88;mm
NS_NSM;1977_12;57;mm
NS_NSM;1978_01;29;mm
NS_NSM;1978_02;34;mm
NS_NSM;1978_03;75;mm
NS_NSM;1978_04;38;mm
NS_NSM;1978_05;66;mm
NS_NSM;1978_06;50;mm
NS_NSM;1978_07;65;mm
NS_NSM;1978_08;47;mm
NS_NSM;1978_09;60;mm
NS_NSM;1978_10;34;mm
NS_NSM;1978_11;15;mm
NS_NSM;1978_12;73;mm
NS_NSM;1979_01;49;mm
NS_NSM;1979_02;36;mm
NS_NSM;1979_03;98;mm
NS_NSM;1979_04;52;mm
NS_NSM;1979_05;66;mm
NS_NSM;1979_06;52;mm
NS_NSM;1979_07;58;mm
NS_NSM;1979_08;68;mm
NS_NSM;1979_09;22;mm
NS_NSM;1979_10;31;mm
NS_NSM;1979_11;76;mm
NS_NSM;1979_12;103;mm
NS_NSM;1980_01;37;mm
NS_NSM;1980_02;36;mm
NS_NSM;1980_03;60;mm
NS_NSM;1980_04;35;mm
NS_NSM;1980_05;45;mm
NS_NSM;1980_06;81;mm
NS_NSM;1980_07;147;mm
NS_NSM;1980_08;71;mm
NS_NSM;1980_09;34;mm
NS_NSM;1980_10;40;mm
NS_NSM;1980_11;35;mm
NS_NSM;1980_12;62;mm
NS_NSM;1981_01;86;mm
NS_NSM;1981_02;33;mm
NS_NSM;1981_03;67;mm
NS_NSM;1981_04;25;mm
NS_NSM;1981_05;70;mm
NS_NSM;1981_06;120;mm
NS_NSM;1981_07;54;mm
NS_NSM;1981_08;76;mm
NS_NSM;1981_09;56;mm
NS_NSM;1981_10;85;mm
NS_NSM;1981_11;79;mm
NS_NSM;1981_12;81;mm
NS_NSM;1982_01;58;mm
NS_NSM;1982_02;22;mm
NS_NSM;1982_03;48;mm
NS_NSM;1982_04;36;mm
NS_NSM;1982_05;84;mm
NS_NSM;1982_06;87;mm
NS_NSM;1982_07;47;mm
NS_NSM;1982_08;67;mm
NS_NSM;1982_09;44;mm
NS_NSM;1982_10;115;mm
NS_NSM;1982_11;41;mm
NS_NSM;1982_12;67;mm
NS_NSM;1983_01;71;mm
NS_NSM;1983_02;48;mm
NS_NSM;1983_03;66;mm
NS_NSM;1983_04;47;mm
NS_NSM;1983_05;138;mm
NS_NSM;1983_06;57;mm
NS_NSM;1983_07;32;mm
NS_NSM;1983_08;27;mm
NS_NSM;1983_09;44;mm
NS_NSM;1983_10;23;mm
NS_NSM;1983_11;40;mm
NS_NSM;1983_12;46;mm
NS_NSM;1984_01;78;mm
NS_NSM;1984_02;76;mm
NS_NSM;1984_03;19;mm
NS_NSM;1984_04;47;mm
NS_NSM;1984_05;153;mm
NS_NSM;1984_06;60;mm
NS_NSM;1984_07;67;mm
NS_NSM;1984_08;30;mm
NS_NSM;1984_09;161;mm
NS_NSM;1984_10;79;mm
NS_NSM;1984_11;59;mm
NS_NSM;1984_12;30;mm
NS_NSM;1985_01;58;mm
NS_NSM;1985_02;17;mm
NS_NSM;1985_03;53;mm
NS_NSM;1985_04;60;mm
NS_NSM;1985_05;58;mm
NS_NSM;1985_06;123;mm
NS_NSM;1985_07;75;mm
NS_NSM;1985_08;44;mm
NS_NSM;1985_09;37;mm
NS_NSM;1985_10;11;mm
NS_NSM;1985_11;54;mm
NS_NSM;1985_12;51;mm
NS_NSM;1986_01;90;mm
NS_NSM;1986_02;8;mm
NS_NSM;1986_03;76;mm
NS_NSM;1986_04;64;mm
NS_NSM;1986_05;53;mm
NS_NSM;1986_06;59;mm
NS_NSM;1986_07;48;mm
NS_NSM;1986_08;51;mm
NS_NSM;1986_09;51;mm
NS_NSM;1986_10;72;mm
NS_NSM;1986_11;29;mm
NS_NSM;1986_12;86;mm
NS_NSM;1987_01;46;mm
NS_NSM;1987_02;75;mm
NS_NSM;1987_03;78;mm
NS_NSM;1987_04;36;mm
NS_NSM;1987_05;74;mm
NS_NSM;1987_06;103;mm
NS_NSM;1987_07;84;mm
NS_NSM;1987_08;65;mm
NS_NSM;1987_09;48;mm
NS_NSM;1987_10;57;mm
NS_NSM;1987_11;74;mm
NS_NSM;1987_12;25;mm
NS_NSM;1988_01;59;mm
NS_NSM;1988_02;58;mm
NS_NSM;1988_03;133;mm
NS_NSM;1988_04;31;mm
NS_NSM;1988_05;52;mm
NS_NSM;1988_06;50;mm
NS_NSM;1988_07;97;mm
NS_NSM;1988_08;31;mm
NS_NSM;1988_09;58;mm
NS_NSM;1988_10;49;mm
NS_NSM;1988_11;54;mm
NS_NSM;1988_12;82;mm
NS_NSM;1989_01;20;mm
NS_NSM;1989_02;39;mm
NS_NSM;1989_03;56;mm
NS_NSM;1989_04;106;mm
NS_NSM;1989_05;22;mm
NS_NSM;1989_06;53;mm
NS_NSM;1989_07;54;mm
NS_NSM;1989_08;43;mm
NS_NSM;1989_09;38;mm
NS_NSM;1989_10;51;mm
NS_NSM;1989_11;24;mm
NS_NSM;1989_12;81;mm
NS_NSM;1990_01;37;mm
NS_NSM;1990_02;89;mm
NS_NSM;1990_03;27;mm
NS_NSM;1990_04;36;mm
NS_NSM;1990_05;20;mm
NS_NSM;1990_06;99;mm
NS_NSM;1990_07;35;mm
NS_NSM;1990_08;76;mm
NS_NSM;1990_09;79;mm
NS_NSM;1990_10;28;mm
NS_NSM;1990_11;62;mm
NS_NSM;1990_12;74;mm
NS_NSM;1991_01;42;mm
NS_NSM;1991_02;14;mm
NS_NSM;1991_03;36;mm
NS_NSM;1991_04;42;mm
NS_NSM;1991_05;28;mm
NS_NSM;1991_06;85;mm
NS_NSM;1991_07;55;mm
NS_NSM;1991_08;47;mm
NS_NSM;1991_09;39;mm
NS_NSM;1991_10;36;mm
NS_NSM;1991_11;76;mm
NS_NSM;1991_12;74;mm
NS_NSM;1992_01;28;mm
NS_NSM;1992_02;29;mm
NS_NSM;1992_03;73;mm
NS_NSM;1992_04;41;mm
NS_NSM;1992_05;30;mm
NS_NSM;1992_06;128;mm
NS_NSM;1992_07;71;mm
NS_NSM;1992_08;89;mm
NS_NSM;1992_09;38;mm
NS_NSM;1992_10;73;mm
NS_NSM;1992_11;63;mm
NS_NSM;1992_12;57;mm
NS_NSM;1993_01;73;mm
NS_NSM;1993_02;30;mm
NS_NSM;1993_03;5;mm
NS_NSM;1993_04;39;mm
NS_NSM;1993_05;59;mm
NS_NSM;1993_06;33;mm
NS_NSM;1993_07;99;mm
NS_NSM;1993_08;36;mm
NS_NSM;1993_09;133;mm
NS_NSM;1993_10;87;mm
NS_NSM;1993_11;39;mm
NS_NSM;1993_12;136;mm
NS_NSM;1994_01;75;mm
NS_NSM;1994_02;27;mm
NS_NSM;1994_03;77;mm
NS_NSM;1994_04;39;mm
NS_NSM;1994_05;59;mm
NS_NSM;1994_06;61;mm
NS_NSM;1994_07;39;mm
NS_NSM;1994_08;62;mm
NS_NSM;1994_09;74;mm
NS_NSM;1994_10;40;mm
NS_NSM;1994_11;51;mm
NS_NSM;1994_12;57;mm
NS_NSM;1995_01;111;mm
NS_NSM;1995_02;68;mm
NS_NSM;1995_03;69;mm
NS_NSM;1995_04;42;mm
NS_NSM;1995_05;40;mm
NS_NSM;1995_06;62;mm
NS_NSM;1995_07;84;mm
NS_NSM;1995_08;25;mm
NS_NSM;1995_09;56;mm
NS_NSM;1995_10;28;mm
NS_NSM;1995_11;48;mm
NS_NSM;1995_12;42;mm
NS_NSM;1996_01;9;mm
NS_NSM;1996_02;43;mm
NS_NSM;1996_03;23;mm
NS_NSM;1996_04;7;mm
NS_NSM;1996_05;67;mm
NS_NSM;1996_06;32;mm
NS_NSM;1996_07;52;mm
NS_NSM;1996_08;112;mm
NS_NSM;1996_09;38;mm
NS_NSM;1996_10;64;mm
NS_NSM;1996_11;60;mm
NS_NSM;1996_12;40;mm
NS_NSM;1997_01;5;mm
NS_NSM;1997_02;67;mm
NS_NSM;1997_03;35;mm
NS_NSM;1997_04;55;mm
NS_NSM;1997_05;81;mm
NS_NSM;1997_06;127;mm
NS_NSM;1997_07;66;mm
NS_NSM;1997_08;43;mm
NS_NSM;1997_09;29;mm
NS_NSM;1997_10;48;mm
NS_NSM;1997_11;36;mm
NS_NSM;1997_12;64;mm
NS_NSM;1998_01;31;mm
NS_NSM;1998_02;8;mm
NS_NSM;1998_03;59;mm
NS_NSM;1998_04;75;mm
NS_NSM;1998_05;69;mm
NS_NSM;1998_06;116;mm
NS_NSM;1998_07;40;mm
NS_NSM;1998_08;44;mm
NS_NSM;1998_09;112;mm
NS_NSM;1998_10;133;mm
NS_NSM;1998_11;72;mm
NS_NSM;1998_12;36;mm
NS_NSM;1999_01;70;mm
NS_NSM;1999_02;66;mm
NS_NSM;1999_03;45;mm
NS_NSM;1999_04;69;mm
NS_NSM;1999_05;48;mm
NS_NSM;1999_06;60;mm
NS_NSM;1999_07;57;mm
NS_NSM;1999_08;61;mm
NS_NSM;1999_09;65;mm
NS_NSM;1999_10;35;mm
NS_NSM;1999_11;34;mm
NS_NSM;1999_12;80;mm
NS_NSM;2000_01;33;mm
NS_NSM;2000_02;89;mm
NS_NSM;2000_03;53;mm
NS_NSM;2000_04;40;mm
NS_NSM;2000_05;53;mm
NS_NSM;2000_06;58;mm
NS_NSM;2000_07;194;mm
NS_NSM;2000_08;73;mm
NS_NSM;2000_09;85;mm
NS_NSM;2000_10;62;mm
NS_NSM;2000_11;37;mm
NS_NSM;2000_12;40;mm
NS_NSM;2001_01;63;mm
NS_NSM;2001_02;65;mm
NS_NSM;2001_03;78;mm
NS_NSM;2001_04;78;mm
NS_NSM;2001_05;27;mm
NS_NSM;2001_06;82;mm
NS_NSM;2001_07;49;mm
NS_NSM;2001_08;42;mm
NS_NSM;2001_09;122;mm
NS_NSM;2001_10;46;mm
NS_NSM;2001_11;93;mm
NS_NSM;2001_12;52;mm
NS_NSM;2002_01;46;mm
NS_NSM;2002_02;112;mm
NS_NSM;2002_03;49;mm
NS_NSM;2002_04;54;mm
NS_NSM;2002_05;57;mm
NS_NSM;2002_06;55;mm
NS_NSM;2002_07;89;mm
NS_NSM;2002_08;87;mm
NS_NSM;2002_09;23;mm
NS_NSM;2002_10;77;mm
NS_NSM;2002_11;90;mm
NS_NSM;2002_12;74;mm
NS_NSM;2003_01;62;mm
NS_NSM;2003_02;19;mm
NS_NSM;2003_03;40;mm
NS_NSM;2003_04;41;mm
NS_NSM;2003_05;58;mm
NS_NSM;2003_06;53;mm
NS_NSM;2003_07;53;mm
NS_NSM;2003_08;44;mm
NS_NSM;2003_09;42;mm
NS_NSM;2003_10;80;mm
NS_NSM;2003_11;32;mm
NS_NSM;2003_12;47;mm
NS_NSM;2004_01;82;mm
NS_NSM;2004_02;45;mm
NS_NSM;2004_03;26;mm
NS_NSM;2004_04;55;mm
NS_NSM;2004_05;52;mm
NS_NSM;2004_06;57;mm
NS_NSM;2004_07;91;mm
NS_NSM;2004_08;98;mm
NS_NSM;2004_09;63;mm
NS_NSM;2004_10;31;mm
NS_NSM;2004_11;74;mm
NS_NSM;2004_12;38;mm
NS_NSM;2005_01;57;mm
NS_NSM;2005_02;61;mm
NS_NSM;2005_03;39;mm
NS_NSM;2005_04;60;mm
NS_NSM;2005_05;70;mm
NS_NSM;2005_06;74;mm
NS_NSM;2005_07;73;mm
NS_NSM;2005_08;66;mm
NS_NSM;2005_09;45;mm
NS_NSM;2005_10;42;mm
NS_NSM;2005_11;45;mm
NS_NSM;2005_12;41;mm
NS_NSM;2006_01;19;mm
NS_NSM;2006_02;55;mm
NS_NSM;2006_03;62;mm
NS_NSM;2006_04;51;mm
NS_NSM;2006_05;109;mm
NS_NSM;2006_06;43;mm
NS_NSM;2006_07;35;mm
NS_NSM;2006_08;142;mm
NS_NSM;2006_09;20;mm
NS_NSM;2006_10;40;mm
NS_NSM;2006_11;51;mm
NS_NSM;2006_12;42;mm
NS_NSM;2007_01;77;mm
NS_NSM;2007_02;64;mm
NS_NSM;2007_03;53;mm
NS_NSM;2007_04;0;mm
NS_NSM;2007_05;100;mm
NS_NSM;2007_06;85;mm
NS_NSM;2007_07;82;mm
NS_NSM;2007_08;132;mm
NS_NSM;2007_09;71;mm
NS_NSM;2007_10;39;mm
NS_NSM;2007_11;68;mm
NS_NSM;2007_12;53;mm
NS_NSM;2008_01;43;mm
NS_NSM;2008_02;42;mm
NS_NSM;2008_03;84;mm
NS_NSM;2008_04;54;mm
NS_NSM;2008_05;48;mm
NS_NSM;2008_06;63;mm
NS_NSM;2008_07;105;mm
NS_NSM;2008_08;66;mm
NS_NSM;2008_09;50;mm
NS_NSM;2008_10;52;mm
NS_NSM;2008_11;41;mm
NS_NSM;2008_12;40;mm
NS_NSM;2009_01;28;mm
NS_NSM;2009_02;53;mm
NS_NSM;2009_03;80;mm
NS_NSM;2009_04;45;mm
NS_NSM;2009_05;49;mm
NS_NSM;2009_06;71;mm
NS_NSM;2009_07;77;mm
NS_NSM;2009_08;51;mm
NS_NSM;2009_09;30;mm
NS_NSM;2009_10;56;mm
NS_NSM;2009_11;74;mm
NS_NSM;2009_12;67;mm
NS_NSM;2010_01;36;mm
NS_NSM;2010_02;44;mm
NS_NSM;2010_03;46;mm
NS_NSM;2010_04;10;mm
NS_NSM;2010_05;71;mm
NS_NSM;2010_06;20;mm
NS_NSM;2010_07;61;mm
NS_NSM;2010_08;160;mm
NS_NSM;2010_09;56;mm
NS_NSM;2010_10;37;mm
NS_NSM;2010_11;74;mm
NS_NSM;2010_12;63;mm
NS_NSM;2011_01;65;mm
NS_NSM;2011_02;41;mm
NS_NSM;2011_03;13;mm
NS_NSM;2011_04;18;mm
NS_NSM;2011_05;23;mm
NS_NSM;2011_06;84;mm
NS_NSM;2011_07;55;mm
NS_NSM;2011_08;100;mm
NS_NSM;2011_09;30;mm
NS_NSM;2011_10;38;mm
NS_NSM;2011_11;3;mm
NS_NSM;2011_12;101;mm
NS_NSM;2012_01;77;mm
NS_NSM;2012_02;18;mm
NS_NSM;2012_03;16;mm
NS_NSM;2012_04;44;mm
NS_NSM;2012_05;39;mm
NS_NSM;2012_06;78;mm
NS_NSM;2012_07;93;mm
NS_NSM;2012_08;41;mm
NS_NSM;2012_09;30;mm
NS_NSM;2012_10;73;mm
NS_NSM;2012_11;31;mm
NS_NSM;2012_12;96;mm
NS_NSM;2013_01;35;mm
NS_NSM;2013_02;36;mm
NS_NSM;2013_03;29;mm
NS_NSM;2013_04;20;mm
NS_NSM;2013_05;86;mm
NS_NSM;2013_06;67;mm
NS_NSM;2013_07;35;mm
NS_NSM;2013_08;30;mm
NS_NSM;2013_09;73;mm
NS_NSM;2013_10;61;mm
NS_NSM;2013_11;64;mm
NS_NSM;2013_12;34;mm
NS_NSM;2014_01;31;mm
NS_NSM;2014_02;30;mm
NS_NSM;2014_03;9;mm
NS_NSM;2014_04;29;mm
NS_NSM;2014_05;75;mm
NS_NSM;2014_06;55;mm
NS_NSM;2014_07;141;mm
NS_NSM;2014_08;112;mm
NS_NSM;2014_09;36;mm
NS_NSM;2014_10;49;mm
NS_NSM;2014_11;34;mm
NS_NSM;2014_12;55;mm
NS_NSM;2015_01;63;mm
NS_NSM;2015_02;32;mm
NS_NSM;2015_03;42;mm
NS_NSM;2015_04;31;mm
NS_NSM;2015_05;27;mm
NS_NSM;2015_06;41;mm
NS_NSM;2015_07;53;mm
NS_NSM;2015_08;99;mm
NS_NSM;2015_09;71;mm
NS_NSM;2015_10;31;mm
NS_NSM;2015_11;69;mm
NS_NSM;2015_12;38;mm
NS_NSM;2016_01;60;mm
NS_NSM;2016_02;68;mm
NS_NSM;2016_03;46;mm
NS_NSM;2016_04;44;mm
NS_NSM;2016_05;54;mm
NS_NSM;2016_06;132;mm
NS_NSM;2016_07;34;mm
