Zeit,Wert,Einheit,SPI_1,SPI_3,SPI_6,SPI_12,SPI_24
1887-08-01,48,mm,-0.24931704097760155,-1.5303262748968975,-1.128780909044151,-1.6456636475498039,-1.5901857538561324
1887-09-01,66,mm,0.48714698707112275,-0.13881470141812322,-0.9965276754785555,-1.3571530615700094,-1.528611862109269
1887-10-01,47,mm,0.0019299405916439576,0.002176846650537891,-0.5025280402517525,-1.430968140769051,-1.8988019724345626
1887-11-01,32,mm,-1.1877605173090053,-0.28217958718765274,-1.1842904401713419,-1.4995861848650947,-1.960408167754065
1887-12-01,69,mm,0.48609801146379616,-0.3110971874322963,-0.3148726497487946,-1.628009737424604,-1.7082888587433251
1888-01-01,33,mm,-0.5299530666497739,-0.6980280967734297,-0.4167917630415504,-1.2347294234675255,-1.7896875567451613
1888-02-01,41,mm,0.15863629913117258,-0.04224505203203457,-0.2621100008148524,-0.9869903558420452,-1.688703247685833
1888-03-01,99,mm,1.3967429685384796,0.6204288922358566,0.1922995812564558,-0.47469394677505494,-1.1402499554733514
1888-04-01,34,mm,-0.45126506940161604,0.7546309731991422,0.0859249919580307,-0.35194288714252875,-1.082193459895806
1888-05-01,20,mm,-1.9157547666171642,-0.13632930238803714,-0.18224116412757102,-1.0606052697209452,-1.3071321246101892
1888-06-01,106,mm,1.0477502174505344,-0.362188047427127,0.14274721099363005,-0.18067063118447488,-1.2628054122661116
1888-07-01,121,mm,2.06282104515307,1.085723386734923,1.201799956524105,0.42381473097643607,-0.7271810974136259
