Date,Mean
1/1/2005,57.48672566
2/1/2005,61.36283186
3/1/2005,38.79646018
4/1/2005,60.46017699
5/1/2005,70.00884956
6/1/2005,73.92035398
7/1/2005,72.74336283
8/1/2005,66.18584071
9/1/2005,45.07964602
10/1/2005,42.40707965
11/1/2005,44.61946903
12/1/2005,41.22123894
1/1/2006,19.15929204
2/1/2006,54.80530973
3/1/2006,62.3539823
4/1/2006,50.97345133
5/1/2006,108.7079646
6/1/2006,43.11504425
7/1/2006,34.79646018
8/1/2006,142.2831858
9/1/2006,19.66371681
10/1/2006,40.11504425
11/1/2006,51.08849558
12/1/2006,42
1/1/2007,76.98230088
2/1/2007,64.34513274
3/1/2007,53.5840708
4/1/2007,0.486725664
5/1/2007,99.87610619
6/1/2007,85.48672566
7/1/2007,81.7079646
8/1/2007,132.2389381
9/1/2007,71.3539823
10/1/2007,39.05309735
11/1/2007,67.95575221
12/1/2007,53.53982301
1/1/2008,42.67256637
2/1/2008,42.61061947
3/1/2008,83.77876106
4/1/2008,53.83185841
5/1/2008,48.53097345
6/1/2008,62.9380531
7/1/2008,105.0973451
8/1/2008,66.38938053
9/1/2008,50.46017699
10/1/2008,52.47787611
11/1/2008,40.98230088
12/1/2008,40.15044248
1/1/2009,28.53097345
2/1/2009,52.7699115
3/1/2009,80.59292035
4/1/2009,44.96460177
5/1/2009,49.51327434
6/1/2009,71
7/1/2009,76.90265487
8/1/2009,50.77876106
9/1/2009,30.55752212
10/1/2009,55.99115044
11/1/2009,74.25663717
12/1/2009,66.86725664
1/1/2010,36.10619469
2/1/2010,43.74336283
3/1/2010,45.98230088
4/1/2010,10.40707965
5/1/2010,71.2300885
6/1/2010,19.85840708
7/1/2010,61.26548673
8/1/2010,160.1238938
9/1/2010,56.02654867
10/1/2010,36.86725664
11/1/2010,74.68141593
12/1/2010,62.95575221
1/1/2011,65.30088496
2/1/2011,41.54867257
3/1/2011,13.46017699
4/1/2011,18.07079646
5/1/2011,23.32743363
6/1/2011,83.69026549
7/1/2011,54.67256637
8/1/2011,100.3451327
9/1/2011,29.67256637
10/1/2011,38.22123894
11/1/2011,2.955752212
12/1/2011,101.159292
1/1/2012,77.67256637
2/1/2012,17.54867257
3/1/2012,15.86725664
4/1/2012,43.7699115
5/1/2012,39.15044248
6/1/2012,77.61061947
7/1/2012,92.87610619
8/1/2012,41.54867257
9/1/2012,29.82300885
10/1/2012,73.51327434
11/1/2012,30.71681416
12/1/2012,96.62831858
1/1/2013,35.47787611
2/1/2013,36.38053097
3/1/2013,29.33628319
4/1/2013,20.49557522
5/1/2013,86.26548673
6/1/2013,66.63716814
7/1/2013,34.57522124
8/1/2013,30.16814159
9/1/2013,73.39823009
10/1/2013,61.59292035
11/1/2013,64.13274336
12/1/2013,34.27433628
1/1/2014,31.15929204
2/1/2014,29.87610619
3/1/2014,9.442477876
4/1/2014,29.34513274
5/1/2014,74.7079646
6/1/2014,55.0619469
7/1/2014,141.4778761
8/1/2014,111.9026549
9/1/2014,36.08849558
10/1/2014,54.73451327
11/1/2014,33.99115044
12/1/2014,54.67256637
1/1/2015,63.43362832
2/1/2015,32.38053097
3/1/2015,42.59292035
4/1/2015,30.60176991
5/1/2015,27.54867257
6/1/2015,40.51327434
7/1/2015,53.52212389
8/1/2015,99.54867257
9/1/2015,71.08849558
10/1/2015,30.81415929
11/1/2015,68.97345133
12/1/2015,38.60176991
1/1/2016,60.55752212
2/1/2016,68.61061947
3/1/2016,45.67256637
4/1/2016,43.85840708
5/1/2016,54.14159292
6/1/2016,132.4778761
7/1/2016,34.21238938
8/1/2016,36.23893805
9/1/2016,15.94690265
10/1/2016,46.7699115
11/1/2016,52.80530973
12/1/2016,15.81415929
1/1/2017,31.55752212
2/1/2017,41.6460177
3/1/2017,49.99115044
4/1/2017,16.31858407
5/1/2017,45.80530973
6/1/2017,34.52212389
7/1/2017,97.17699115
8/1/2017,70.15044248
9/1/2017,67.00884956
10/1/2017,36.97345133
11/1/2017,52.7699115
12/1/2017,70.76106195
1/1/2018,64.79646018
2/1/2018,12.65486726
3/1/2018,47.83185841
4/1/2018,41.20353982
5/1/2018,52.73451327
6/1/2018,42.22123894
7/1/2018,13.65486726
8/1/2018,36.55752212
9/1/2018,43.09734513
10/1/2018,22.62831858
11/1/2018,18.74336283
12/1/2018,84.85840708
1/1/2019,67.45132743
2/1/2019,29.19469027
3/1/2019,76.42477876
4/1/2019,22.78761062
5/1/2019,59.9380531
6/1/2019,43.62831858
7/1/2019,37.36283186
8/1/2019,51.59292035
9/1/2019,35.65486726
10/1/2019,76.65486726
11/1/2019,68.23893805
12/1/2019,59.03539823
1/1/2020,26.75221239
2/1/2020,108.4070796
3/1/2020,58.9380531
4/1/2020,10.96460177
5/1/2020,14.54867257
6/1/2020,60.30088496
7/1/2020,31.9380531
8/1/2020,54.00884956
9/1/2020,43.99115044
10/1/2020,62.15044248
11/1/2020,18.95575221
12/1/2020,53.79646018
1/1/2021,82.46017699
2/1/2021,42.86725664
3/1/2021,40.48672566
4/1/2021,30.3539823
5/1/2021,54.5840708
6/1/2021,83.31858407
7/1/2021,161.2035398
8/1/2021,69.78761062
9/1/2021,21.69026549
10/1/2021,40.69026549
11/1/2021,30.33628319
12/1/2021,53.15044248
1/1/2022,51.84070796
2/1/2022,51.68141593
3/1/2022,19.96460177
4/1/2022,32.20353982
5/1/2022,39.33628319
6/1/2022,73.4159292
7/1/2022,17.08849558
8/1/2022,15.4159292
9/1/2022,98.69911504
10/1/2022,25.48672566
11/1/2022,52.36283186
12/1/2022,57.54867257
